rownames,year,species,species_latin,count,hours,count_per_hour,count_per_week,species_binary
10447,1976,House Sparrow,Passer domesticus,2200,207.0,10.628019323671497,1785.5072463768115,American Crow
10448,1976,House Wren,Troglodytes aedon,0,207.0,0.0,0.0,American Crow
10449,1976,Iceland Gull,Larus glaucoides,3,207.0,0.0144927536231884,2.4347826086956523,American Crow
10450,1976,Killdeer,Charadrius vociferus,0,207.0,0.0,0.0,American Crow
10451,1976,King Eider,Somateria spectabilis,1,207.0,0.0048309178743961,0.8115942028985507,American Crow
10452,1976,Lapland Longspur,Calcarius lapponicus,1,207.0,0.0048309178743961,0.8115942028985507,American Crow
10453,1976,Least Sandpiper,Calidris minutilla,0,207.0,0.0,0.0,American Crow
10454,1976,Lesser Black-backed Gull,Larus fuscus,0,207.0,0.0,0.0,American Crow
10455,1976,Lesser Scaup,Aythya affinis,8,207.0,0.038647342995169,6.492753623188405,American Crow
10456,1976,Lesser Yellowlegs,Tringa flavipes,0,207.0,0.0,0.0,American Crow
10457,1976,Lincoln's Sparrow,Melospiza lincolnii,0,207.0,0.0,0.0,American Crow
10458,1976,Little Gull,Hydrocoloeus minutus,0,207.0,0.0,0.0,American Crow
10459,1976,Long-eared Owl,Asio otus,12,207.0,0.0579710144927536,9.73913043478261,American Crow
10460,1976,Long-tailed Duck,Clangula hyemalis,180,207.0,0.8695652173913043,146.08695652173913,American Crow
10461,1976,Mallard,Anas platyrhynchos,1430,207.0,6.908212560386473,1160.5797101449275,American Crow
10462,1976,Marsh Wren,Cistothorus palustris,0,207.0,0.0,0.0,American Crow
10463,1976,Merlin,Falco columbarius,0,207.0,0.0,0.0,American Crow
10464,1976,Mourning Dove,Zenaida macroura,253,207.0,1.2222222222222223,205.33333333333337,American Crow
10465,1976,Mute Swan,Cygnus olor,2,207.0,0.0096618357487922,1.623188405797101,American Crow
10466,1976,Nashville Warbler,Oreothlypis ruficapilla,0,207.0,0.0,0.0,American Crow
10467,1976,Northern Bobwhite,Colinus virginianus,0,207.0,0.0,0.0,American Crow
10468,1976,Northern Cardinal,Cardinalis cardinalis,238,207.0,1.1497584541062802,193.15942028985503,American Crow
10469,1976,Northern Flicker,Colaptes auratus,6,207.0,0.0289855072463768,4.869565217391305,American Crow
10470,1976,Northern Gannet,Morus bassanus,0,207.0,0.0,0.0,American Crow
10471,1976,Northern Goshawk,Accipiter gentilis,0,207.0,0.0,0.0,American Crow
10472,1976,Northern Harrier,Circus cyaneus,2,207.0,0.0096618357487922,1.623188405797101,American Crow
10473,1976,Northern Hawk Owl,Surnia ulula,0,207.0,0.0,0.0,American Crow
10474,1976,Northern Mockingbird,Mimus polyglottos,2,207.0,0.0096618357487922,1.623188405797101,American Crow
10475,1976,Northern Pintail,Anas acuta,6,207.0,0.0289855072463768,4.869565217391305,American Crow
10476,1976,Northern Saw-whet Owl,Aegolius acadicus,1,207.0,0.0048309178743961,0.8115942028985507,American Crow
10477,1976,Northern Shoveler,Anas clypeata,1,207.0,0.0048309178743961,0.8115942028985507,American Crow
10478,1976,Northern Shrike,Lanius excubitor,14,207.0,0.0676328502415458,11.36231884057971,American Crow
10479,1976,Orange-crowned Warbler,Oreothlypis celata,0,207.0,0.0,0.0,American Crow
10480,1976,Ovenbird,Seiurus aurocapilla,0,207.0,0.0,0.0,American Crow
10481,1976,Pacific Loon,Gavia pacifica,0,207.0,0.0,0.0,American Crow
10482,1976,Palm Warbler,Setophaga palmarum,0,207.0,0.0,0.0,American Crow
10483,1976,Peregrine Falcon,Falco peregrinus,0,207.0,0.0,0.0,American Crow
10484,1976,Pied-billed Grebe,Podilymbus podiceps,0,207.0,0.0,0.0,American Crow
10485,1976,Pileated Woodpecker,Dryocopus pileatus,3,207.0,0.0144927536231884,2.4347826086956523,American Crow
10486,1976,Pine Grosbeak,Pinicola enucleator,0,207.0,0.0,0.0,American Crow
10487,1976,Pine Siskin,Spinus pinus,34,207.0,0.1642512077294686,27.594202898550726,American Crow
10488,1976,Pine Warbler,Setophaga pinus,0,207.0,0.0,0.0,American Crow
10489,1976,Pomarine Jaeger,Stercorarius pomarinus,0,207.0,0.0,0.0,American Crow
10490,1976,Purple Finch,Haemorhous purpureus,49,207.0,0.2367149758454106,39.76811594202898,American Crow
10491,1976,Purple Sandpiper,Calidris maritima,0,207.0,0.0,0.0,American Crow
10492,1976,Red-bellied Woodpecker,Melanerpes carolinus,0,207.0,0.0,0.0,American Crow
10493,1976,Red-breasted Merganser,Mergus serrator,61,207.0,0.2946859903381642,49.5072463768116,American Crow
10494,1976,Red-breasted Nuthatch,Sitta canadensis,26,207.0,0.1256038647342995,21.10144927536232,American Crow
10495,1976,Red-headed Woodpecker,Melanerpes erythrocephalus,0,207.0,0.0,0.0,American Crow
10496,1976,Red-necked Grebe,Podiceps grisegena,0,207.0,0.0,0.0,American Crow
10497,1976,Red-shouldered Hawk,Buteo lineatus,0,207.0,0.0,0.0,American Crow
10498,1976,Red-tailed Hawk,Buteo jamaicensis,120,207.0,0.5797101449275363,97.3913043478261,American Crow
10499,1976,Red-throated Loon,Gavia stellata,0,207.0,0.0,0.0,American Crow
10500,1976,Red-winged Blackbird,Agelaius phoeniceus,2,207.0,0.0096618357487922,1.623188405797101,American Crow
10501,1976,Red Crossbill,Loxia curvirostra,0,207.0,0.0,0.0,American Crow
10502,1976,Redhead,Aythya americana,58,207.0,0.2801932367149758,47.07246376811595,American Crow
10503,1976,Ring-billed Gull,Larus delawarensis,73,207.0,0.3526570048309179,59.24637681159421,American Crow
10504,1976,Ring-necked Duck,Aythya collaris,0,207.0,0.0,0.0,American Crow
10505,1976,Ring-necked Pheasant,Phasianus colchicus,99,207.0,0.4782608695652174,80.34782608695653,American Crow
10506,1976,Rock Pigeon,Columba livia,717,207.0,3.463768115942029,581.9130434782609,American Crow
10507,1976,Rose-breasted Grosbeak,Pheucticus ludovicianus,0,207.0,0.0,0.0,American Crow
10508,1976,Rough-legged Hawk,Buteo lagopus,3,207.0,0.0144927536231884,2.4347826086956523,American Crow
10509,1976,Ruby-crowned Kinglet,Regulus calendula,0,207.0,0.0,0.0,American Crow
10510,1976,Ruddy Duck,Oxyura jamaicensis,3,207.0,0.0144927536231884,2.4347826086956523,American Crow
10511,1976,Ruddy Turnstone,Arenaria interpres,0,207.0,0.0,0.0,American Crow
10512,1976,Ruffed Grouse,Bonasa umbellus,11,207.0,0.0531400966183574,8.927536231884059,American Crow
10513,1976,Rusty Blackbird,Euphagus carolinus,4,207.0,0.0193236714975845,3.2463768115942027,American Crow
10514,1976,Sandhill Crane,Grus canadensis,0,207.0,0.0,0.0,American Crow
10515,1976,Savannah Sparrow,Passerculus sandwichensis,0,207.0,0.0,0.0,American Crow
10516,1976,Sharp-shinned Hawk,Accipiter striatus,2,207.0,0.0096618357487922,1.623188405797101,American Crow
10517,1976,Short-eared Owl,Asio flammeus,0,207.0,0.0,0.0,American Crow
10518,1976,Snow Bunting,Plectrophenax nivalis,340,207.0,1.642512077294686,275.94202898550725,American Crow
10519,1976,Snow Goose,Chen caerulescens,0,207.0,0.0,0.0,American Crow
10520,1976,Snowy Owl,Bubo scandiacus,0,207.0,0.0,0.0,American Crow
10521,1976,Song Sparrow,Melospiza melodia,158,207.0,0.7632850241545893,128.231884057971,American Crow
10522,1976,Spotted Sandpiper,Actitis macularius,0,207.0,0.0,0.0,American Crow
10523,1976,Surf Scoter,Melanitta perspicillata,0,207.0,0.0,0.0,American Crow
10524,1976,Swainson's Thrush,Catharus ustulatus,1,207.0,0.0048309178743961,0.8115942028985507,American Crow
10525,1976,Swamp Sparrow,Melospiza georgiana,73,207.0,0.3526570048309179,59.24637681159421,American Crow
10526,1976,Thayer's Gull,Larus thayeri,0,207.0,0.0,0.0,American Crow
10527,1976,Thick-billed Murre,Uria lomvia,0,207.0,0.0,0.0,American Crow
10528,1976,Trumpeter Swan,Cygnus buccinator,0,207.0,0.0,0.0,American Crow
10529,1976,Tufted Duck,Aythya fuligula,0,207.0,0.0,0.0,American Crow
10530,1976,Tufted Titmouse,Baeolophus bicolor,0,207.0,0.0,0.0,American Crow
10531,1976,Tundra Swan,Cygnus columbianus,1,207.0,0.0048309178743961,0.8115942028985507,American Crow
10532,1976,Turkey Vulture,Cathartes aura,0,207.0,0.0,0.0,American Crow
10533,1976,Varied Thrush,Ixoreus naevius,1,207.0,0.0048309178743961,0.8115942028985507,American Crow
10534,1976,Vesper Sparrow,Pooecetes gramineus,1,207.0,0.0048309178743961,0.8115942028985507,American Crow
10535,1976,White-breasted Nuthatch,Sitta carolinensis,61,207.0,0.2946859903381642,49.5072463768116,American Crow
10536,1976,White-crowned Sparrow,Zonotrichia leucophrys,0,207.0,0.0,0.0,American Crow
10537,1976,White-throated Sparrow,Zonotrichia albicollis,22,207.0,0.1062801932367149,17.855072463768117,American Crow
10538,1976,White-winged Crossbill,Loxia leucoptera,0,207.0,0.0,0.0,American Crow
10539,1976,White-winged Scoter,Melanitta fusca,1,207.0,0.0048309178743961,0.8115942028985507,American Crow
10540,1976,Whooper Swan,Cygnus cygnus,0,207.0,0.0,0.0,American Crow
10541,1976,Wild Turkey,Meleagris gallopavo,0,207.0,0.0,0.0,American Crow
10542,1976,Wilson's Warbler,Cardellina pusilla,0,207.0,0.0,0.0,American Crow
10543,1976,Winter Wren,Troglodytes hiemalis,8,207.0,0.038647342995169,6.492753623188405,American Crow
10544,1976,Wood Duck,Aix sponsa,1,207.0,0.0048309178743961,0.8115942028985507,American Crow
10545,1976,Yellow-bellied Sapsucker,Sphyrapicus varius,0,207.0,0.0,0.0,American Crow
10546,1976,Yellow-breasted Chat,Icteria virens,0,207.0,0.0,0.0,American Crow
10547,1976,Yellow-rumped Warbler,Setophaga coronata,1,207.0,0.0048309178743961,0.8115942028985507,American Crow
10548,1977,American Bittern,Botaurus lentiginosus,0,157.0,0.0,0.0,American Crow
10549,1977,American Black Duck,Anas rubripes,330,157.0,2.1019108280254777,353.1210191082803,American Crow
10550,1977,American Coot,Fulica americana,3,157.0,0.019108280254777,3.210191082802548,American Coot
10551,1977,American Crow,Corvus brachyrhynchos,900,157.0,5.732484076433121,963.0573248407642,American Crow
10552,1977,American Goldfinch,Spinus tristis,400,157.0,2.5477707006369426,428.0254777070064,American Crow
10553,1977,American Kestrel,Falco sparverius,9,157.0,0.0573248407643312,9.630573248407645,American Crow
10554,1977,American Pipit,Anthus rubescens,0,157.0,0.0,0.0,American Crow
10555,1977,American Robin,Turdus migratorius,10,157.0,0.0636942675159235,10.70063694267516,American Crow
10556,1977,American Three-toed Woodpecker,Picoides dorsalis,0,157.0,0.0,0.0,American Crow
10557,1977,American Tree Sparrow,Spizelloides arborea,650,157.0,4.140127388535032,695.5414012738854,American Crow
10558,1977,American Wigeon,Anas americana,1,157.0,0.0063694267515923,1.070063694267516,American Crow
10559,1977,American Woodcock,Scolopax minor,0,157.0,0.0,0.0,American Crow
10560,1977,Bald Eagle,Haliaeetus leucocephalus,0,157.0,0.0,0.0,American Crow
10561,1977,Baltimore Oriole,Icterus galbula,0,157.0,0.0,0.0,American Crow
10562,1977,Barn Owl,Tyto alba,0,157.0,0.0,0.0,American Crow
10563,1977,Barn Swallow,Hirundo rustica,0,157.0,0.0,0.0,American Crow
10564,1977,Barred Owl,Strix varia,0,157.0,0.0,0.0,American Crow
10565,1977,Barrow's Goldeneye,Bucephala islandica,0,157.0,0.0,0.0,American Crow
10566,1977,Belted Kingfisher,Megaceryle alcyon,4,157.0,0.0254777070063694,4.2802547770700645,American Crow
10567,1977,Black-and-white Warbler,Mniotilta varia,0,157.0,0.0,0.0,American Crow
10568,1977,Black-backed Woodpecker,Picoides arcticus,0,157.0,0.0,0.0,American Crow
10569,1977,Black-capped Chickadee,Poecile atricapillus,800,157.0,5.095541401273885,856.0509554140127,American Crow
10570,1977,Black-crowned Night-Heron,Nycticorax nycticorax,0,157.0,0.0,0.0,American Crow
10571,1977,Black-headed Grosbeak,Pheucticus melanocephalus,0,157.0,0.0,0.0,American Crow
10572,1977,Black-legged Kittiwake,Rissa tridactyla,0,157.0,0.0,0.0,American Crow
10573,1977,Black-throated Gray Warbler,Setophaga nigrescens,0,157.0,0.0,0.0,American Crow
10574,1977,Black Scoter,Melanitta americana,0,157.0,0.0,0.0,American Crow
10575,1977,Black Vulture,Coragyps atratus,0,157.0,0.0,0.0,American Crow
10576,1977,Blue-gray Gnatcatcher,Polioptila caerulea,0,157.0,0.0,0.0,American Crow
10577,1977,Blue-winged Teal,Anas discors,0,157.0,0.0,0.0,American Crow
10578,1977,Blue Jay,Cyanocitta cristata,173,157.0,1.1019108280254777,185.12101910828025,American Crow
10579,1977,Bohemian Waxwing,Bombycilla garrulus,0,157.0,0.0,0.0,American Crow
10580,1977,Bonaparte's Gull,Chroicocephalus philadelphia,0,157.0,0.0,0.0,American Crow
10581,1977,Boreal Chickadee,Poecile hudsonicus,0,157.0,0.0,0.0,American Crow
10582,1977,Boreal Owl,Aegolius funereus,0,157.0,0.0,0.0,American Crow
10583,1977,Brant,Branta bernicla,0,157.0,0.0,0.0,American Crow
10584,1977,Brown-headed Cowbird,Molothrus ater,22,157.0,0.1401273885350318,23.54140127388535,American Crow
10585,1977,Brown Creeper,Certhia americana,9,157.0,0.0573248407643312,9.630573248407645,American Crow
10586,1977,Brown Thrasher,Toxostoma rufum,0,157.0,0.0,0.0,American Crow
10587,1977,Bufflehead,Bucephala albeola,96,157.0,0.6114649681528662,102.72611464968152,American Crow
10588,1977,Cackling Goose,Branta hutchinsii,0,157.0,0.0,0.0,American Crow
10589,1977,Canada Goose,Branta canadensis,157,157.0,1.0,168.0,American Crow
10590,1977,Canvasback,Aythya valisineria,15,157.0,0.0955414012738853,16.05095541401274,American Crow
10591,1977,Carolina Wren,Thryothorus ludovicianus,0,157.0,0.0,0.0,American Crow
10592,1977,Caspian Tern,Hydroprogne caspia,0,157.0,0.0,0.0,American Crow
10593,1977,Cedar Waxwing,Bombycilla cedrorum,118,157.0,0.7515923566878981,126.26751592356688,American Crow
10594,1977,Chipping Sparrow,Spizella passerina,0,157.0,0.0,0.0,American Crow
10595,1977,Common Eider,Somateria mollissima,0,157.0,0.0,0.0,American Crow
10596,1977,Common Gallinule,Gallinula galeata,0,157.0,0.0,0.0,American Crow
10597,1977,Common Goldeneye,Bucephala clangula,135,157.0,0.8598726114649682,144.45859872611464,American Crow
10598,1977,Common Grackle,Quiscalus quiscula,5,157.0,0.0318471337579617,5.35031847133758,American Crow
10599,1977,Common Loon,Gavia immer,0,157.0,0.0,0.0,American Crow
10600,1977,Common Merganser,Mergus merganser,650,157.0,4.140127388535032,695.5414012738854,American Crow
10601,1977,Common Raven,Corvus corax,0,157.0,0.0,0.0,American Crow
10602,1977,Common Redpoll,Acanthis flammea,293,157.0,1.8662420382165603,313.52866242038215,American Crow
10603,1977,Common Snipe,Gallinago gallinago,0,157.0,0.0,0.0,American Crow
10604,1977,Common Yellowthroat,Geothlypis trichas,0,157.0,0.0,0.0,American Crow
10605,1977,Cooper's Hawk,Accipiter cooperii,0,157.0,0.0,0.0,American Crow
10606,1977,Dark-eyed Junco,Junco hyemalis,660,157.0,4.203821656050955,706.2420382165606,American Crow
10607,1977,Double-crested Cormorant,Phalacrocorax auritus,0,157.0,0.0,0.0,American Crow
10608,1977,Downy Woodpecker,Picoides pubescens,112,157.0,0.7133757961783439,119.8471337579618,American Crow
10609,1977,Dunlin,Calidris alpina,0,157.0,0.0,0.0,American Crow
10610,1977,Eared Grebe,Podiceps nigricollis,0,157.0,0.0,0.0,American Crow
10611,1977,Eastern Bluebird,Sialia sialis,0,157.0,0.0,0.0,American Crow
10612,1977,Eastern Meadowlark,Sturnella magna,0,157.0,0.0,0.0,American Crow
10613,1977,Eastern Phoebe,Sayornis phoebe,0,157.0,0.0,0.0,American Crow
10614,1977,Eastern Screech-Owl,Megascops asio,0,157.0,0.0,0.0,American Crow
10615,1977,Eastern Towhee,Pipilo erythrophthalmus,0,157.0,0.0,0.0,American Crow
10616,1977,European Starling,Sturnus vulgaris,3850,157.0,24.52229299363057,4119.745222929936,American Crow
10617,1977,Evening Grosbeak,Coccothraustes vespertinus,123,157.0,0.7834394904458599,131.6178343949045,American Crow
10618,1977,Field Sparrow,Spizella pusilla,0,157.0,0.0,0.0,American Crow
10619,1977,Fox Sparrow,Passerella iliaca,1,157.0,0.0063694267515923,1.070063694267516,American Crow
10620,1977,Franklin's Gull,Leucophaeus pipixcan,0,157.0,0.0,0.0,American Crow
10621,1977,Gadwall,Anas strepera,99,157.0,0.6305732484076433,105.93630573248409,American Crow
10622,1977,Glaucous Gull,Larus hyperboreus,2,157.0,0.0127388535031847,2.1401273885350323,American Crow
10623,1977,Golden-crowned Kinglet,Regulus satrapa,14,157.0,0.0891719745222929,14.980891719745223,American Crow
10624,1977,Golden Eagle,Aquila chrysaetos,0,157.0,0.0,0.0,American Crow
10625,1977,Gray Catbird,Dumetella carolinensis,0,157.0,0.0,0.0,American Crow
10626,1977,Gray Jay,Perisoreus canadensis,0,157.0,0.0,0.0,American Crow
10627,1977,Gray Partridge,Perdix perdix,0,157.0,0.0,0.0,American Crow
10628,1977,Great Black-backed Gull,Larus marinus,49,157.0,0.3121019108280254,52.43312101910827,American Crow
10629,1977,Great Blue Heron,Ardea herodias,4,157.0,0.0254777070063694,4.2802547770700645,American Crow
10630,1977,Great Gray Owl,Strix nebulosa,0,157.0,0.0,0.0,American Crow
10631,1977,Great Horned Owl,Bubo virginianus,18,157.0,0.1146496815286624,19.26114649681529,American Crow
10632,1977,Greater Scaup,Aythya marila,800,157.0,5.095541401273885,856.0509554140127,American Crow
10633,1977,Greater Yellowlegs,Tringa melanoleuca,0,157.0,0.0,0.0,American Crow
10634,1977,Green-winged Teal,Anas crecca,2,157.0,0.0127388535031847,2.1401273885350323,American Crow
10635,1977,Gyrfalcon,Falco rusticolus,0,157.0,0.0,0.0,American Crow
10636,1977,Hairy Woodpecker,Picoides villosus,21,157.0,0.1337579617834395,22.471337579617835,American Crow
10637,1977,Harlequin Duck,Histrionicus histrionicus,1,157.0,0.0063694267515923,1.070063694267516,American Crow
10638,1977,Harris's Sparrow,Zonotrichia querula,0,157.0,0.0,0.0,American Crow
10639,1977,Hermit Thrush,Catharus guttatus,0,157.0,0.0,0.0,American Crow
10640,1977,Herring Gull,Larus argentatus,800,157.0,5.095541401273885,856.0509554140127,American Crow
10641,1977,Hoary Redpoll,Acanthis hornemanni,0,157.0,0.0,0.0,American Crow
10642,1977,Hooded Merganser,Lophodytes cucullatus,4,157.0,0.0254777070063694,4.2802547770700645,American Crow
10643,1977,Horned Grebe,Podiceps auritus,1,157.0,0.0063694267515923,1.070063694267516,American Crow
10644,1977,Horned Lark,Eremophila alpestris,1,157.0,0.0063694267515923,1.070063694267516,American Crow
10645,1977,House Finch,Haemorhous mexicanus,0,157.0,0.0,0.0,American Crow
10646,1977,House Sparrow,Passer domesticus,1260,157.0,8.02547770700637,1348.2802547770702,American Crow
10647,1977,House Wren,Troglodytes aedon,0,157.0,0.0,0.0,American Crow
10648,1977,Iceland Gull,Larus glaucoides,2,157.0,0.0127388535031847,2.1401273885350323,American Crow
10649,1977,Killdeer,Charadrius vociferus,0,157.0,0.0,0.0,American Crow
10650,1977,King Eider,Somateria spectabilis,0,157.0,0.0,0.0,American Crow
10651,1977,Lapland Longspur,Calcarius lapponicus,0,157.0,0.0,0.0,American Crow
10652,1977,Least Sandpiper,Calidris minutilla,0,157.0,0.0,0.0,American Crow
10653,1977,Lesser Black-backed Gull,Larus fuscus,0,157.0,0.0,0.0,American Crow
10654,1977,Lesser Scaup,Aythya affinis,20,157.0,0.1273885350318471,21.40127388535032,American Crow
10655,1977,Lesser Yellowlegs,Tringa flavipes,0,157.0,0.0,0.0,American Crow
10656,1977,Lincoln's Sparrow,Melospiza lincolnii,0,157.0,0.0,0.0,American Crow
10657,1977,Little Gull,Hydrocoloeus minutus,0,157.0,0.0,0.0,American Crow
10658,1977,Long-eared Owl,Asio otus,5,157.0,0.0318471337579617,5.35031847133758,American Crow
10659,1977,Long-tailed Duck,Clangula hyemalis,48,157.0,0.3057324840764331,51.36305732484077,American Crow
